,Unnamed: 0,Y,X1,X2,X3,X4,X5,X6,Lat,Longi
796,797,12.18586994,17.75,35,3,0,1,0.10689830300000001,38.039004,-121.252168
797,798,11.73606902,13.28,19,3,0,1,0.007478454,37.980908,-121.336496
798,799,12.15451616,23.05,25,3,0,0,0.000800875,38.002008000000004,-121.35332
799,800,11.81672692,20.13,24,4,0,0,0.008392237,38.02738,-121.35308
800,801,12.27839331,21.71,24,2,0,0,0.043285837,38.052652,-121.325328
801,802,11.31447453,11.63,50,3,0,0,0.010176419,37.972112,-121.330288
802,803,12.57418197,28.41,27,4,0,1,0.007677026,37.995512,-121.35821599999998
803,804,11.72399644,16.78,10,3,1,1,0.064840661,38.014784000000006,-121.287976
804,805,11.42954386,11.87,21,3,1,0,0.018878998,37.971136,-121.32061599999999
805,806,12.25486281,21.27,50,2,0,0,0.027179846,37.968959999999996,-121.31092
806,807,11.97665948,25.47,3,5,0,0,0.05203249,38.033488,-121.30873600000001
807,808,11.32659589,10.4,17,3,0,0,0.074174339,38.03018,-121.28381599999999
808,809,12.07823927,20.77,9,4,0,1,0.06409993,38.011884,-121.287672
809,810,11.40756495,12.3,74,2,0,1,0.041876245,37.97336,-121.296872
810,811,12.80765263,32.33,6,4,0,0,0.01286797,37.978604,-121.357376
811,812,11.90834024,14.52,37,3,0,1,0.00642207,38.003028,-121.345984
812,813,11.62625415,16.64,52,3,0,1,0.016234038,37.965579999999996,-121.321344
813,814,12.41714362,21.0,19,3,0,1,0.013102339,37.989768,-121.333832
814,815,11.40700924,12.54,45,3,0,0,0.01190063,38.002564,-121.339952
815,816,12.429216199999999,22.33,61,3,0,0,0.031717207000000004,37.972608,-121.307448
816,817,11.97665948,22.73,9,3,0,0,0.061758725,37.998591999999995,-121.285152
817,818,11.72318639,14.34,46,3,0,0,0.010350403000000001,37.964132,-121.349216
818,819,11.60823564,12.24,40,3,0,0,0.024729665,38.01938,-121.33259199999999
819,820,11.28853113,13.21,45,3,1,0,0.0077212719999999995,37.976768,-121.334672
820,821,12.44114477,35.57,19,6,1,1,0.011655674,38.008624,-121.367424
821,822,11.58058411,16.42,31,3,0,0,0.045999218,38.02944,-121.31365600000001
822,823,11.14186178,11.18,45,3,0,0,0.069649152,37.97654,-121.26838400000001
823,824,11.96718074,16.77,46,3,0,1,0.028074178999999998,38.01724,-121.328208
824,825,11.69524702,15.9,17,3,1,1,0.038463896000000004,38.0399,-121.32566399999999
825,826,11.6784399,13.18,24,3,0,0,0.005847563,37.965036,-121.34474399999999
826,827,11.99843328,17.0,17,3,0,0,0.00275304,37.978956,-121.346696
827,828,11.45423647,13.14,49,3,1,1,0.029628717000000002,38.021172,-121.32803200000001
828,829,11.68687877,14.27,11,3,0,0,0.004098281,38.036996,-121.361304
829,830,11.77528973,19.89,22,4,1,1,0.0063314059999999995,38.0192,-121.35219199999999
830,831,12.25486281,21.24,18,4,1,1,0.011320018999999999,37.983752,-121.33346399999999
831,832,11.32055357,11.07,48,2,0,1,0.01096143,37.976344,-121.331048
832,833,11.33857208,11.05,52,2,1,0,0.022243411,37.967528,-121.315656
833,834,11.33857208,13.54,75,2,1,1,0.027182812,37.959992,-121.307528
834,835,11.43496392,9.58,53,2,0,0,0.013671776,37.964852,-121.32380800000001
